hub,taskNumber,taskName,Status,data
Unilever,184,Integração Preço,Parada,Thu Dec 23 2021 18:35:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 18:36:06 GMT-0300 (GMT-03:00)
Unilever,184,Integração Preço,Normalizada,Thu Dec 23 2021 18:36:06 GMT-0300 (GMT-03:00)
AbasteceBem,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Normalizada,Thu Dec 23 2021 18:36:06 GMT-0300 (GMT-03:00)
AbasteceBem,206,Alimentar PedidosBI Hora,Normalizada,Thu Dec 23 2021 18:36:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 18:38:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Normalizada,Thu Dec 23 2021 18:38:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,198,Integração de Política de Preço,Normalizada,Thu Dec 23 2021 18:38:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,206,Alimentar PedidosBI Hora,Normalizada,Thu Dec 23 2021 18:38:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 18:43:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 18:43:06 GMT-0300 (GMT-03:00)
AbasteceBem,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Parada,Thu Dec 23 2021 18:43:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 18:45:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Parada,Thu Dec 23 2021 18:45:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 18:50:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 18:52:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 18:57:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 18:59:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:04:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Normalizada,Thu Dec 23 2021 19:05:06 GMT-0300 (GMT-03:00)
Climate,300,Gerar Chaves Assimétricas,Normalizada,Thu Dec 23 2021 19:06:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,198,Integração de Política de Preço,Normalizada,Thu Dec 23 2021 19:06:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:07:06 GMT-0300 (GMT-03:00)
Climate,300,Gerar Chaves Assimétricas,Atrasada,Thu Dec 23 2021 19:11:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:12:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Parada,Thu Dec 23 2021 19:13:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:14:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:19:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:21:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:26:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:27:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:33:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:34:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:40:06 GMT-0300 (GMT-03:00)
AbasteceBem,206,Alimentar PedidosBI Hora,Parada,Thu Dec 23 2021 19:40:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:42:06 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,206,Alimentar PedidosBI Hora,Parada,Thu Dec 23 2021 19:43:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:50:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 19:55:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 19:59:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 20:04:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Normalizada,Thu Dec 23 2021 20:09:06 GMT-0300 (GMT-03:00)
Unilever,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 20:14:06 GMT-0300 (GMT-03:00)
Unilever,400,Importar Planilha de Gestão Massiva de Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,174,Confirmar Resultado da Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,208,Envio automático de relatórios,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,214,Importar Fretes,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,506,Importar Cadastros Planilha,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,188,Importar Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,511,Disparar Push Notification,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,516,Disparar Emails (Operadores Reprovação do Cadastro após intervalo de dias),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,193,Disparar Emails,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,1001,Importar Planilha de Promoções,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,507,Disparar Emails (Cliente),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,508,Disparar Emails (Pedidos Confirmados e Aprovados),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,509,"Disparar Emails (Pedidos Faturados, Expedidos, Entregues)",Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,185,Importar Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,401,Notificar TradeMaster,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,403,Estorna Limite TradeMaster,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,186,Integração Notificação Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,187,Integração Status de Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,189,Integração de Pedidos (Distribuidor),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,203,Integração de Pedidos (iHub),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,213,Integração de Pedidos (Parceiro),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,190,Integração Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Unilever,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,400,Importar Planilha de Gestão Massiva de Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,174,Confirmar Resultado da Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,208,Envio automático de relatórios,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,214,Importar Fretes,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,506,Importar Cadastros Planilha,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,193,Disparar Emails,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,507,Disparar Emails (Cliente),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,508,Disparar Emails (Pedidos Confirmados e Aprovados),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,509,"Disparar Emails (Pedidos Faturados, Expedidos, Entregues)",Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,188,Importar Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,514,Disparar Emails (Operadores Reprovação do Cadastro após intervalo de dias),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,185,Importar Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,401,Notificar TradeMaster,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,402,Atualizar Cliente TradeMaster,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,186,Integração Notificação Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,403,Estorna Limite TradeMaster,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,187,Integração Status de Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,203,Integração de Pedidos (iHub),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,190,Integração Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,213,Integração de Pedidos (Parceiro),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,324,Estoque para loja,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,319,Limite de Credito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,320,Notificação Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,316,Limpar reservas de estoque expiradas,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,318,Limpar reservas de limite de crédito expiradas,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,321,Envia para status de aguardando endpoint fora do ar,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,323,Envia para status resposta inválida,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,318,Integração de Lojas,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Food,189,Integração de Pedidos (Distribuidor),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,186,Integração Notificação Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,187,Integração Status de Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,189,Integração de Pedidos (Distribuidor),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Middleware,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,100,Importar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,101,Exportar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,102,Importar Pedido para Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,103,Enviar Pedido para Autorização,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,104,Enviar Pedido para Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,174,Confirmar Resultado da Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,210,Importar Fretes,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,106,Enviar Pedido para Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,107,Consultar Resultado da Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,188,Importar Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,189,Integração de Pedidos (Distribuidor),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,190,Integração Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,100,Importar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,101,Exportar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,103,Enviar Pedido para Autorização,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Climate,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,102,Importar Pedido para Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,104,Enviar Pedido para Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,174,Confirmar Resultado da Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,208,Envio automático de relatórios,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,106,Enviar Pedido para Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,107,Consultar Resultado da Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,188,Importar Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,193,Disparar Emails,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,185,Importar Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,186,Integração Notificação Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,187,Integração Status de Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,189,Integração de Pedidos (Distribuidor),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,190,Integração Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Fabercastell,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,100,Importar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,101,Exportar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,103,Enviar Pedido para Autorização,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,104,Enviar Pedido para Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,174,Confirmar Resultado da Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,206,Alimentar PedidosBI Hora,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,102,Importar Pedido para Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,208,Envio automático de relatórios,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,106,Enviar Pedido para Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,107,Consultar Resultado da Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,188,Importar Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,193,Disparar Emails,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,186,Integração Notificação Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,185,Importar Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,187,Integração Status de Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,189,Integração de Pedidos (Distribuidor),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,203,Integração de Pedidos (iHub),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,101,Exportar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,100,Importar Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,102,Importar Pedido para Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,103,Enviar Pedido para Autorização,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,104,Enviar Pedido para Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,174,Confirmar Resultado da Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,208,Envio automático de relatórios,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,209,Importar Fretes,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,107,Consultar Resultado da Análise de Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,133,Realizar Baixa de Boletos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,190,Integração Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Hersheys,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,106,Enviar Pedido para Captura,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,188,Importar Produtos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,220,Enfileirar e Reenfileirar EMail de Filial Pendente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,193,Disparar Emails,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,182,Integração Estoque,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,184,Integração Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,186,Integração Notificação Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,187,Integração Status de Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,189,Integração de Pedidos,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,185,Importar Cliente,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,183,Integração Limite de Crédito,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,190,Integração Pagamento,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,203,Integração de Pedidos (iHub),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,213,Integração de Pedidos (Parceiro),Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,192,Integração de Tracking,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,198,Integração de Política de Preço,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
Mondelez,194,Integrações B2B,Atrasada,Thu Dec 23 2021 20:25:07 GMT-0300 (GMT-03:00)
